Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude,Postcode_py,address_py,Manual Score,Levenshtein Distance,Jaro Wrinkler Distance,Jaccard Distance,Cosine Distance,Monge Elkan Distance,BWTRLENCD Distance,Monge Elkan Distance*10,Auto Score
23,Sakra World Hospital,"SY NO 52/2 & 52/3, Devarabeesanahalli, Varthur Hobli Opp Intel, Outer Ring Rd, Marathahalli, Bengaluru, Karnataka ",560103,Bangalore,Karnataka,India,,,,,,12.93255753,77.68524225,GEOMETRIC_CENTER,"NABH
 (15/01/2016
 -
 14/01/2019)
 &
 NABL
 (06/05/2017
 -
 05/05/2019)","Anesthesiology, Cardiac Anesthesia , Cardiology , Cardiothoracic Surgery, Cosmetic Surgery,
 Critical Care, Dental Sciences, Dermatology, Diabetology, Dialysis, Emergency Medicine,
 Endocrinology, ENT, Fertility, Fetal Medicine, General Medicine, General Surgery, Hepatology,
 Hepato-Pancreato-Biliary Surgery, Interventional Radiology, IVF, Medical Gastroenterology,
 Neonatology, Nephrology, Neurology, Neurosurgery, OBG, EYE, Medical Oncology, Surgical
 Oncology, Orthopedics, Orthopedic Surgery Including Joint replacement, Pediatric Surgery,
 Pediatrics, Plastic and Reconstructive Surgery, Psychiatry, Pulmonology , Rheumatology,
 Sleep Study, Spine Surgery, Surgical Gastroenterology, Urology, Vascular Surgery, Liver
 Transplant, Kidney Transplant , Ambulance, Blood Bank / Transfusion Services, Dietetics,
 Psychology, Rehabilitation, Occupational Therapy, Physiotherapy, Speech and Language
 Therapy, Sports Medicine, Audiometry, Bone Densitometry, CT Scanning, DSA Lab, ECG, EEG,
 Holter Monitoring, Mammography, MRI, PET, Spirometry, Tread Mill Test, Ultrasound, Ultra
 Dynamic Studies, X-Ray , Bio-chemistry,Microbiology and Serology, Pathology, Cytopathology,
 Genetics, Hematology, Histopathology.","Sunil Kumar
 Pradhan -
 9886583851 -
 sunilkumar.pradha
 n@sakraworldhosp
 ital.com
 
 Dr. Theanmozhi
 Yatish -
 9945278736-
 theanmozhi.yatish
 @sakraworldhospit
 al.com",CGHS_hospitals,1,,12.9323311,77.6851912,"Sakra World Hospital, SY NO 52/2 & 52/3, Devarabeesanahalli, Varthur Hobli Opp Intel, Outer Ring Rd, Marathahalli, Bengaluru, Karnataka , Bangalore, 560103",12.9116222,77.6641897,530103,"Silver Meadows, Haralur Road, Bellanduru, Mahadevapura Zone, Bengaluru, Bangalore South, Bengaluru Urban District, Karnataka, 530103, India",0.6,0.251612903,0.737943957,0.670454545,0.803912457,0.002934443,0.130434783,0.029344433,0.595856297
24,Apollo Speciality Hospital Jayanagar,"21/2, 14th Cross Road, near Madhavan Park Circle, Jayanagar East, Jayanagar, Bengaluru, Karnataka ",560011,Bangalore,Karnataka,India,,,,,,12.93665357,77.58430694,0,"Non NABH
 Entry Level
 (15/11/2017
 â€“
 14/11/2019)
 &
 Non-NABL","Orthopaedics: Total Joint Replacement â€“ (Knee, Hip and Shoulder), Hand & Peripheral Nerve
 Surgery, Shoulder & Elbow Surgery, Foot & ankle Surgery, Arthroscopic Repair.Pulmonology
 & Interventional Pulmonology, Neurology, Neuro Surgery, Emergency & Trauma, Internal
 Medicine, General Surgery, GI Surgery & Minimal Access Surgery, Endocrinology,
 Rheumatology, Nephrology, Opthamology, Dermatology, ENT, Cardiology, Obstetrics &
 Gynaecology (out patient service), Oncology (Medical & Surgical), Vascular Surgery, Urology,
 Psychiatry( Outpatient service), Geriatrics, Plastic Surgery, Health Checks, Critical care,
 Maxillofacial Surgery, Radiology.
 Allied Services: Dialysis, Physiotherapy, Nutrition & Dietectics and any other facilities","Dr. Umesh â€“
 9845989987 â€“
 drumesh_n@apollo
 hospitals.com
 
 Dr. Prakash-
 9620215465 â€“
 drprakash_k@apoll
 ohospitals.com",CGHS_hospitals,1,,12.93643251,77.58433212,"Apollo Speciality Hospital Jayanagar, 21/2, 14th Cross Road, near Madhavan Park Circle, Jayanagar East, Jayanagar, Bengaluru, Karnataka , Bangalore, 560011",12.936434,77.5843284,560011,"Apollo Speciality Hospital, South End Road, Jayanagar 3rd Block, Yediyur Ward, South Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560011, India",0.8,0.396449704,0.84320308,0.653061224,0.790862108,0.003038502,0.181818182,0.030385016,0.675880401
25,"Dental Health
 Clinic
 
 (w.e.f 25/03/2015)","150, 5th Cross,
 Koramangala, 5th
 Block, Next to Juice
 Junction,
 Bengaluru560095
",,Bangalore,Karnataka,India,,,,,,12.9366162,77.620274,GEOMETRIC_CENTER,"Non-NABH
 &
 Non-NABL",DENTAL CARE,"Mrs. Mary -
 9845507207 â€“
 dr_prasad_jili@yah
 oo.co.in
 
 Mrs. Hema Prasad -
 7892567141 -
 hema.prasad121@
 gmail.com",CGHS_hospitals,0,,,,"Dental Health
 Clinic
 
 (w.e.f 25/03/2015), 150, 5th Cross,
 Koramangala, 5th
 Block, Next to Juice
 Junction,
 Bengaluru560095
, Bangalore, ",12.9352156,77.6199608,560029,"Koramangala 5th Block, Koramangala, South Zone, Bengaluru, Bangalore South, Bengaluru Urban District, Karnataka, 560029, India",0.6,0.204225352,0.633842944,0.540229885,0.702746043,0.002876413,0.183206107,0.028764134,0.537818016
26,Karthik Netralaya Eye Hospital,"89, 6th Cross Rd, CK Nagar, Ashok Nagar, Banashankari Stage I, Basavanagudi, Bengaluru, Karnataka ",560050,Bangalore,Karnataka,India,,,,,,12.93798075,77.56512953,ROOFTOP,"Non-NABH
 Entry Level
 (03/12/2016
 -
 02/12/2018)
 &
 Non-NABL",EXCLUSIVE EYE CARE CENTRE,"Deepa.M.S. -
 9886789799 -
 info@karthiknetral
 aya.com
 
 Nagalakshmi G.-
 9886789799 -
 info@karthiknetral
 aya.com",CGHS_hospitals,1,,12.93773211,77.5650876,"Karthik Netralaya Eye Hospital, 89, 6th Cross Rd, CK Nagar, Ashok Nagar, Banashankari Stage I, Basavanagudi, Bengaluru, Karnataka , Bangalore, 560050",12.9377153,77.5651462,560050,"Karthik Nethralaya, Subbarama Chetty Street, Basavanagudi Ward, South Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560050, India",0.8,0.337662338,0.835410037,0.683333333,0.81199175,0.003198054,0.204545455,0.031980541,0.666856708
27,"Devi Super Speciality Eye Hospital Pvt Ltd
 ","434, 18th Main ,80 Feet Main Road, 6th Block, Koramangala, Bengaluru, Karnataka",560095,Bangalore,Karnataka,India,,,,,,12.94305086,77.62354096,0,"NABH
 (16/04/2018
 -
 15/04/2020)
 &
 NON NABL",EXCLUSIVE EYE CARE CENTRE,"Bharathi G Mohan â€“
 9880570094
 
 Tulasi -
 7259175326 -
 tulasirao-
 1983@gmail.com",CGHS_hospitals,1,,12.94095,77.62411,"Devi Super Speciality Eye Hospital Pvt Ltd
 , 434, 18th Main ,80 Feet Main Road, 6th Block, Koramangala, Bengaluru, Karnataka, Bangalore, 560095",12.9409461,77.624114,560047,"The Coorg Food Company, Srinivagilu Main Road, Koramangala 6th Block, Koramangala, South Zone, Bengaluru, Bangalore South, Bengaluru Urban District, Karnataka, 560047, India",0.7,0.277456647,0.672824841,0.617346939,0.766621637,0.003231096,0.205479452,0.032310957,0.588462411
28,Parvathy Hospital,"241, GST Road Chromepet, Near MIT Bridge, Chennai, Tamil Nadu ",600044,Chennai,Tamil Nadu,India,,,,,,12.94660577,80.13651911,GEOMETRIC_CENTER,NON NABL,General,044 2238 2248,CGHS_hospitals,1,,12.94608125,80.13656112,"Parvathy Hospital, 241, GST Road Chromepet, Near MIT Bridge, Chennai, Tamil Nadu , Chennai, 600044",12.9459046,80.1365663,600059,"Sharada, Grand Southern Trunk Road, East Tambaram, Tambaram, Pallavaram, Chengalpattu District, Tamil Nadu, 600059, India",0.6,0.305785124,0.635046944,0.553191489,0.716289986,0.004633486,0.04950495,0.04633486,0.543496986
29,"Sri Shankara Cancer Hospital & Research Centre
 ","1st Cross, Shankara Matt Premises, Shankarapuram, Basavanagudi, Bengaluru, Karnataka ",560004,Bangalore,Karnataka,India,,,,,,12.95418225,77.57119202,GEOMETRIC_CENTER,"Non NABH
 &
 Non NABL","Radiology, Radiation Oncology, Medical Oncology, Surgical Oncology, Anaesthsiology,
 Gastroenterology, Urology, Psycho-Oncology/Psychiatry, Plastic and Reconstructive Surgery,
 Neurosurgery, Paediatric Surgery, Pulmonology, Orthopedics, Physiotherapy, Blood
 Transfusion services, Diagnostic Services.","Raghavendra -
 9535074408,
 raghuu74408@gm
 ail.com
 
 Anil Kumar.V.R -
 9844611171,
 anilkumarvr143@g
 mail.com",CGHS_hospitals,1,,12.95406153,77.57119365,"Sri Shankara Cancer Hospital & Research Centre
 , 1st Cross, Shankara Matt Premises, Shankarapuram, Basavanagudi, Bengaluru, Karnataka , Bangalore, 560004",12.950285,77.570145,560004,"neem, Shankar Mutt Road, Gandhi Bazaar, Sunkenahalli Ward, South Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560004, India",0.6,0.285714286,0.700418858,0.664835165,0.798788632,0.003014842,0.186567164,0.030148423,0.603876154
30,"AyurVAID Hospital
 (A division of
 Kerala First Health
 services Pvt. LTD)","# 230 Amar Jyothi
 layout, Off
 Intermediate Ring
 Road, Domlur
 Extension,
 Bangalore -
 560071.",,Bangalore,Karnataka,India,,,,,,12.955211,77.642794,0,"NABH
 &
 Non-NABL","Poorvakarma {Amapachana procedures, Snehana procedures (Bahya Snehana, Abhyantara
 Snehana), Swedena Procedures (Tapa Swedana, Upanaha Swedana, Oosma Swedana, Drava
 Swedana, Pinda Swedana, Bashpa Swedana), Rookshana procedures} Panchakarma ( Vasti,
 Virechana, Vamana, Nasya)
 Paschatkarma (Samsarjana Karma, Bruhmana Procedures, Rasayana Chikitsa)
 Special Programs (Jalaukavacharanam, AyurVAID Health Check up, Functional Health
 Management (FHE) programe, Disease Management Programes (DMP), Lifestyle Disorders
 Management Programe, Ritu Shodhana (seasonal cleansing) Programe, Garbha Samskara
 Programme)
 Other Services (Yoga & Swastha Vritta, Physiotherapy, Dietary Services)
 Clinical Services {Cardiology (Hrudroga), Care of Elderly (Jara Chikitsa), Dermatology (Tvak
 Vikara), Endocrinology, Ophthalmology (Netra Chikitsa), Gastroenterology (Annavaha srotas
 vikara), General Medicine (Kayachikitsa), Gynaecology (Streeroga), Psychiatry (Manasa
 Roga), Nephrology (Vrukka Roga), Neurology (Vata Vyadhi), Obstetrics (Prasuti Tantra:
 Ante-Natal, Post-natal, sub-fertility), Orthopaedics (Asthi Sandhi Vikara), Paediatrics
 (Kaumarbhritya), Palliative care (Shushrusha Vibhaga), Preventive Medicine (Swastha
 Vritta), Ano-rectal Conditions (Medicinal), Rehabilitation Medicine(Shvasa Raoga),
 Toxicology (Visha Chikitsa-dushi visha), Urology (Mutravaha Srotas Vikara)","Manjunath R
 9980164160
 manjunath_r@ayu
 rvaid.com
 
 Dr.Azhar
 7022011301
 Azhar_shajahan@a
 yurvaid.com",CGHS_hospitals,0,,,,"AyurVAID Hospital
 (A division of
 Kerala First Health
 services Pvt. LTD), # 230 Amar Jyothi
 layout, Off
 Intermediate Ring
 Road, Domlur
 Extension,
 Bangalore -
 560071., Bangalore, ",12.9539498,77.641089,560071,"Inner Ring Road, Agaram, East Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560071, India",0.7,0.225806452,0.617807961,0.485148515,0.673003275,0.002153428,0.022857143,0.021534281,0.497560541
31,"Bangalore West Lions Super Speciality Eye Hospital
 ","No. 5, Lions Eye Hospital Road, Off J. C. Road, Next to Bank of Baroda, Bengaluru, Karnataka ",560002,Bangalore,Karnataka,India,,,,,,12.95662429,77.58309886,GEOMETRIC_CENTER,"NABH
 (31/03/2015
 -
 30/03/2018)
 
 &
 Non NABL",EXCLUSIVE EYE CARE CENTRE,"Sikander Khan -
 9740129213
 feedback@bwlionse
 yehospital.org
 
 Pushpalatha -
 9902014464
 counselling@bwlion
 seyehospital.org",CGHS_hospitals,1,,12.95634632,77.58308221,"Bangalore West Lions Super Speciality Eye Hospital
 , No. 5, Lions Eye Hospital Road, Off J. C. Road, Next to Bank of Baroda, Bengaluru, Karnataka , Bangalore, 560002",12.9715987,77.5945627,560001,"St. Joseph's Indian High School, 1st Cross Road, D'Souza Layout, Shantala Nagar, East Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560001, India",0.4,0.270588235,0.682487671,0.631067961,0.773864363,0.002866889,0.172413793,0.028668892,0.585325563
32,"Mediclu
 Diagnostics &
 Speciality Centre
 ","No 79,kendra upadyayara sangha layout,Nagarbhavi circle,nagarbhavi , Bangalore - 560072",,Bangalore,Karnataka,India,,,,,,12.9586632,77.5183551,GEOMETRIC_CENTER,Non NABH and NABL,"Radiology Services: MRI 1.5 Tesla, CT Scan, 4D/3D Ultra Sound Scan, Digital
 Radiography X-Ray, Mammogram. OPG, HSG
 
 Laboratory Services: Hematology, Biochemistry, Immunohistochemistry, Pathology,
 Histopathology, Microbiology, Clinical Pathology
 
 Others: 2D-Echo, TMT,
 PFT, Physiotheraphy, EEG, Superspeciality Clinics","Dr. K
 Satyanarayana
 7204031848
 drsatyanarayana
 @gmail.com
 
 Dr. B Vidya
 9986733333
 drvidyanarayan
 @gmail.com",CGHS_hospitals,0,,,,"Mediclu
 Diagnostics &
 Speciality Centre
 , No 79,kendra upadyayara sangha layout,Nagarbhavi circle,nagarbhavi , Bangalore - 560072, Bangalore, ",12.9719321,77.512749,560072,"Nagarabhavi, Kottigepalya, Rajarajeshwari Nagar Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560072, India",0.7,0.234482759,0.703197268,0.678787879,0.809556298,0.003234245,0.114285714,0.032342449,0.578788818
34,"HealthCare Global Enterprises Ltd.
","No.8, HCG Towers,
 P. Kalinga Rao
 Road,
 Sampangiram
 Nagar, Bangalore-

 
",560027,Bangalore,Karnataka,India,,,,,,12.96441635,77.58971448,GEOMETRIC_CENTER,"NABH
 (12/05/2018
 -
 11/05/2021)
 
 &
 NABL
 (26/10/2017
 -
 25/10/2019)","Comprehensive Cancer Care including Medical Oncology â€“ Adult & Paediatrics, Surgical
 Oncology with Sub Specialty Radiation Oncology,Hematology&Hemato oncology, Bone
 Marrow Transplant, Liver Transplant, Genomics, Laboratory Services, Blood Bank, PET CT
 Scan, CT, MRI, Digital Mammography, X-Ray, U/S., Nuclear Medicine Therapies (Iodine 131
 for Thyroid Cancer), Hepatobiliary & Plastic Surgery.","Pavan Kumar -
 7019246199 -
 insurancehelpdesk.
 hcgkr@gmail.com
 
 Swetha -
 7406688990 -
 hcgcreditdispatch
 @hcgoncology.com",CGHS_hospitals,1,,12.96425212,77.58972321,"HealthCare Global Enterprises Ltd.
, No.8, HCG Towers,
 P. Kalinga Rao
 Road,
 Sampangiram
 Nagar, Bangalore-

 
, Bangalore, 560027",12.9634668,77.5894975,560027,"HCG Tower 4, 8, ೧೧ನೇ ಮುಖ್ಯ ರಸ್ತೆ, Sampangi Rama Nagara, Sampangiram Nagar Ward, East Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560027, India",0.8,0.266272189,0.634646184,0.535714286,0.703005918,0.003386134,0.157534247,0.033861341,0.549841424
35,"P D Hinduja Sindhi Hospital
","15, 2, 12th Cross Rd, Sampangi Rama Nagara, Bengaluru, Karnataka ",560027,Bangalore,Karnataka,India,,,,,,12.96491403,77.59262012,ROOFTOP,"NABH
 (11/04/2017
 -
 10/04/2020)
 
 &
 NABL
 (19/03/2017
 -
 18/03/2019)","General Medicine, Opthalmology, E.N.T, Dental, Urology, Neuro Surgery, Plastic Surgery,
 General Surgery, Paediatrics, Obstetrics &Gynecology, Orthopedics, Physiotherapy,
 Laparoscopic Surgery, Micro Surgery, Urethrotomy, Diagnostic services including Ultrasound
 Scanning, Echo Cardiography Colour Dopplar Vascular Imaging, Treadmill Cardiac Stress
 Test (TMT), Foetal Monitor Computerised Radiography Video Endoscopy Video Colonoscopy
 Pulmonary Function.","Jyothi K.M -
 8884458691,
 jyothikm@hindujas
 indhihospital.com
 
 Anitha Bai.S.P -
 8884458690 -
 billing@hindujasin
 dhihospital.com",CGHS_hospitals,1,,12.96464,77.59256,"P D Hinduja Sindhi Hospital
, 15, 2, 12th Cross Rd, Sampangi Rama Nagara, Bengaluru, Karnataka , Bangalore, 560027",12.9646422,77.5925625,560027,"Pd Hinduja Sindhi Hospital, ೧೩ನೇ ಅಡ್ಡ ರಸ್ತೆ, Sampangi Rama Nagara, Sampangiram Nagar Ward, East Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560027, India",,0.438888889,0.757594467,0.563829787,0.739975238,0.004232071,0.206451613,0.042320714,0.65094774
36,Narayana Netralaya 3,"37, Castle St, Ashok Nagar, Bengaluru, Karnataka ",560025,Bangalore,Karnataka,India,,,,,,12.96730881,77.60939859,ROOFTOP,"Non-NABH
 &
 Non-NABL",EXCLUSIVE EYE CARE CENTRE,"Erannaiah
 9740710268 -
 erannaiah@naraya
 nanethralaya.com",CGHS_hospitals,1,,12.96719,77.60939,"Narayana Netralaya 3, 37, Castle St, Ashok Nagar, Bengaluru, Karnataka , Bangalore, 560025",12.9671676,77.6094776,560025,"Narayana Netralaya, 37, Castle Street, Ashok Nagar, Shantala Nagar, East Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560025, India",,0.484076433,0.841490653,0.563291139,0.748719123,0.005555556,0.23880597,0.055555556,0.696202092
37,"Mallya Hospital
","No.2, Vittal Mallya Rd, Ashok Nagar, Bengaluru, Karnataka ",560001,Bangalore,Karnataka,India,,,,,,12.96820379,77.59505603,ROOFTOP,"NABH
 (18/07/2017
 -
 17/01/2020)
 &
 NABL
 (16/05/2017
 -
 15/05/2019)","Cardiology, Cardiothoracic Surgery,Dentistry ,Dermatology, Endocrinology, ENT,
 Gastroenterology, General and Minimal Invasive Surgery, Internal Medicine, Maxillofacial
 Neonatology, Nephrology, Neurology, Neuro Surgery,Obstetrics&Gynecology, Oncology, Onco
 Surgery, Ophthalmology ,Orthodontist, Orthopedics, Pediatrics, Pediatric, Cardiology,
 Pediatric Surgery, Plastic Surgery, Preventive Health Checkups, Psychiatry, Pulmonary
 Medicine, Radiology, Speech Therapy, Urology,Vascular Surgery.","S.Namdev Rao
 9880281773
 
 Jagadish B
 9483045025",CGHS_hospitals,1,,12.96806,77.59507,"Mallya Hospital
, No.2, Vittal Mallya Rd, Ashok Nagar, Bengaluru, Karnataka , Bangalore, 560001",12.9679749,77.595018,560001,"Vydehi Super Speciality Hospital, 2, Vittal Mallya Road, Sampangirama Nagar, Sampangiram Nagar Ward, East Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560001, India",0.7,0.357894737,0.66391547,0.461538462,0.669890635,0.005096953,0.169811321,0.050969529,0.57451415
38,Hosmat Hospital,"45, Magrath Road, Richmond Rd, Bengaluru, Karnataka ",560025,Bangalore,Karnataka,India,,,,,,12.96940791,77.61329512,GEOMETRIC_CENTER,"NABH
 (12/01/2015
 -
 11/01/2018)
 &
 Non-NABL","Orthopaedics, Paediatric Orthopaedics,Accident-Trauma,Rheumatology, Sports Medicine,
 Joint Replacement, Neurosurgery, Spine Surgery, Neurology, Faciomaxillary,
 Dermatology&Cosmetology, Plastic Surgery, Ent, Urology, Physical&Rehabilitation Medicine,
 Corporate Health Plan, Non Invasive Cardiology, General Surgery, Gynaecology, Hang
 Surgery, Internal Medicine, Pulmonology, Anaesthesiology, Dietics, Physiotherapy ,
 Occupational Therapy, Neuro Rehabilitation, Ambulance Services(24/7), Pharmacy(24/7),
 Laboratory(24/7), Mri Scan, Ct Scan, Ultrasound Scan, X-Ray, Bone Densitometry, Clinical
 Bio-Chemistry, Clinical Pathology, Haematology, Clinical Microbiology & Serology, Blood
 Bank (Whole Blood Only), Blood Transfusion Services.","Vijayalakshmi.V -
 9483888747,
 billing@hospitals.c
 om
 
 Amar Kalyani -
 9844470489,
 amarklyn@yahoo.c
 om",CGHS_hospitals,1,,12.96916,77.61333,"Hosmat Hospital, 45, Magrath Road, Richmond Rd, Bengaluru, Karnataka , Bangalore, 560025",12.9691194,77.6133651,560025,"Hosmat Hospital, Magrath Road, Ashok Nagar, Shantala Nagar, East Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, 560025, India",0.9,0.409395973,0.695385488,0.529032258,0.716109412,0.005617252,0.238095238,0.056172521,0.624117912
39,"Nethradhama Super speciality Eye Hospital, Indiranagar
","Madurai Idly Shop 29, 80 Feet Road Landmark:, opp. to HAL 3rd Stage, Indiranagar, Bengaluru, Karnataka ",560008,Bangalore,Karnataka,India,,,,,,12.97211129,77.64735237,0,"Non-NABH
 Entry Level
 (19/08/2018
 -
 18/08/2020)
 &
 NON NABL",EXCLUSIVE EYE CARE CENTRE,"Dr. Harsha -
 8197351609 -
 nhplindr@nethradh
 ama.org
 
 Vadiraj.H.S -
 9449003770,
 pr@nethredhama.o
 rg",CGHS_hospitals,1,,12.97188,77.64736,"Nethradhama Super speciality Eye Hospital, Indiranagar
, Madurai Idly Shop 29, 80 Feet Road Landmark:, opp. to HAL 3rd Stage, Indiranagar, Bengaluru, Karnataka , Bangalore, 560008",12.9718813,77.6473631,560038,"Microvillage Communications Pvt Ltd, 80 Feet Road, HAL 3rd Stage, Hosa Tippasandra, East Zone, Bengaluru, Bangalore East, Bengaluru Urban District, Karnataka, 560038, India",0.6,0.229050279,0.727781748,0.695652174,0.820676038,0.002606036,0.147239264,0.02606036,0.594008891
41,Apollo Hospitals Enterprise Ltd Sheshadripuram,"No. 1, Old No. 28, Platform Road Near Mantri Square Mall, Seshadripuram, Bengaluru, Karnataka ",560020,Bangalore,Karnataka,India,,,,,,12.98852172,77.57265572,GEOMETRIC_CENTER,"NABH
 (18/02/2018
 â€“
 17/02/2021)
 
 &
 Non-NABL","Cardiology (Adult & Paediatric), Cardiothoracic & Vascular Surgery( Adult & Paediatric),
 Neurology & Neurosurgery, Urology (Including Laser Turp & Lithotripsy), Nephrology
 (including Dialysis & Kidney Transplantation), Medical Gastroenterology, Endocrinology,
 Endocrine Surgery, Medical Oncology & Surgical Oncology, Orthopaedics (Including Joint
 Replacements), Paediatric Surgery, ENT Surgery, Vascular Surgery, Internal Medicine,
 General & Laproscopic Surgery, Emergency Medicine, Paediatrics, Critical Care, Gynaecology,
 Pulmonology, Organ Transplantation (Liver & Kidney), Diagnostics (Laboratory &
 Radiology).
 Laboratory & Radiology : CT Scan , MRI , Mammography, EEG, ENMG, Video EEG and any
 other available facilities.","Dr.Nisha â€“
 7506122811 â€“
 
 Lokesh. 99160151
 11
 
 Pradeep 9060606
 081",CGHS_hospitals,1,,12.9883,77.57269,"Apollo Hospitals Enterprise Ltd Sheshadripuram, No. 1, Old No. 28, Platform Road Near Mantri Square Mall, Seshadripuram, Bengaluru, Karnataka , Bangalore, 560020",12.9821403,77.5704216,560009,"Old Mysuru Road, Gandhinagar, West Zone, Bengaluru, Bangalore North, Bengaluru Urban District, Karnataka, Bengaluru Division, 560009, India",0.2,0.236024845,0.664433796,0.578947368,0.735313174,0.002642645,0.111111111,0.02642645,0.54879781
